ID,time,logVol,group,model,treatment_1,treatment_2,Model,Tumor_Type
X-1004_BYL719 + LEE011,0,5.698769933,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719 + LEE011,3,6.033565723,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719 + LEE011,7,6.247268881,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719 + LEE011,11,6.378086567,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719 + LEE011,15,6.37331979,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719 + LEE011,18,6.418854213,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719 + LEE011,22,6.482801494,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719 + LEE011,26,6.612981453,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719 + LEE011,30,6.655955018,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719 + LEE011,32,6.678845133,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719 + LEE011,35,6.769297486,combi,X-1004,BYL719,LEE011,X-1004,BRCA
X-1004_BYL719,0,5.315174484,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,7,5.369241705,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,11,5.516649361,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,14,5.56221891,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,18,5.497577977,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,21,5.577463108,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,25,5.665041646,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,28,5.860501283,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,32,5.981919134,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,35,6.19990047,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,39,6.573819822,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_BYL719,42,6.782192056,mono,X-1004,BYL719,NA,X-1004,BRCA
X-1004_LEE011,0,5.279644101,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,3,5.070161273,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,6,5.068275074,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,10,5.209486153,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,13,5.110178924,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,17,5.293304825,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,20,5.510602175,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,24,5.542047551,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,27,5.586499314,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,31,5.504924949,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,34,5.549076085,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,37,5.675040006,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,41,5.797272818,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,44,5.858218828,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,48,5.954800563,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,51,6.021023349,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,55,6.117656572,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,59,6.218002331,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,62,6.369044452,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,65,6.619005971,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,69,6.858670071,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,73,6.898108902,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_LEE011,77,6.995124925,mono,X-1004,LEE011,NA,X-1004,BRCA
X-1004_untreated,0,5.366443196,control,X-1004,NA,NA,X-1004,BRCA
X-1004_untreated,3,5.708438286,control,X-1004,NA,NA,X-1004,BRCA
X-1004_untreated,6,5.780743516,control,X-1004,NA,NA,X-1004,BRCA
X-1004_untreated,13,5.969730055,control,X-1004,NA,NA,X-1004,BRCA
X-1004_untreated,17,6.447147371,control,X-1004,NA,NA,X-1004,BRCA
X-1004_untreated,20,6.593455409,control,X-1004,NA,NA,X-1004,BRCA
X-1004_untreated,24,6.75588533,control,X-1004,NA,NA,X-1004,BRCA
X-1004_untreated,27,6.937702355,control,X-1004,NA,NA,X-1004,BRCA
X-1004_untreated,29,7.271147611,control,X-1004,NA,NA,X-1004,BRCA
X-1004_BYL719 + LJM716,0,5.301312876,combi,X-1004,BYL719,LJM716,X-1004,BRCA
X-1004_BYL719 + LJM716,4,5.143416405,combi,X-1004,BYL719,LJM716,X-1004,BRCA
X-1004_BYL719 + LJM716,11,5.506144214,combi,X-1004,BYL719,LJM716,X-1004,BRCA
X-1004_BYL719 + LJM716,15,5.508173024,combi,X-1004,BYL719,LJM716,X-1004,BRCA
X-1004_BYL719 + LJM716,18,5.604330396,combi,X-1004,BYL719,LJM716,X-1004,BRCA
X-1004_BYL719 + LJM716,22,5.56221891,combi,X-1004,BYL719,LJM716,X-1004,BRCA
X-1004_BYL719 + LJM716,25,5.545567993,combi,X-1004,BYL719,LJM716,X-1004,BRCA
X-1004_BYL719 + LJM716,29,6.049733455,combi,X-1004,BYL719,LJM716,X-1004,BRCA
X-1004_BYL719 + LJM716,32,6.431008969,combi,X-1004,BYL719,LJM716,X-1004,BRCA
X-1004_BYL719 + LJM716,34,6.616332887,combi,X-1004,BYL719,LJM716,X-1004,BRCA
X-1004_LJM716,0,5.294309345,mono,X-1004,LJM716,NA,X-1004,BRCA
X-1004_LJM716,4,5.195176608,mono,X-1004,LJM716,NA,X-1004,BRCA
X-1004_LJM716,11,5.488937726,mono,X-1004,LJM716,NA,X-1004,BRCA
X-1004_LJM716,15,5.559527119,mono,X-1004,LJM716,NA,X-1004,BRCA
X-1004_LJM716,18,5.545958389,mono,X-1004,LJM716,NA,X-1004,BRCA
X-1004_LJM716,22,5.809642865,mono,X-1004,LJM716,NA,X-1004,BRCA
X-1004_LJM716,25,5.998936562,mono,X-1004,LJM716,NA,X-1004,BRCA
X-1004_LJM716,29,6.37041455,mono,X-1004,LJM716,NA,X-1004,BRCA
X-1004_LJM716,32,6.613652639,mono,X-1004,LJM716,NA,X-1004,BRCA
X-1004_LJM716,34,6.733282837,mono,X-1004,LJM716,NA,X-1004,BRCA
X-1004_LJM716 + trastuzumab,0,5.361761539,combi,X-1004,LJM716,trastuzumab,X-1004,BRCA
X-1004_LJM716 + trastuzumab,3,5.491826113,combi,X-1004,LJM716,trastuzumab,X-1004,BRCA
X-1004_LJM716 + trastuzumab,6,5.44802964,combi,X-1004,LJM716,trastuzumab,X-1004,BRCA
X-1004_LJM716 + trastuzumab,13,5.415211118,combi,X-1004,LJM716,trastuzumab,X-1004,BRCA
X-1004_LJM716 + trastuzumab,17,5.515845179,combi,X-1004,LJM716,trastuzumab,X-1004,BRCA
X-1004_LJM716 + trastuzumab,20,5.627621114,combi,X-1004,LJM716,trastuzumab,X-1004,BRCA
X-1004_LJM716 + trastuzumab,24,5.938591058,combi,X-1004,LJM716,trastuzumab,X-1004,BRCA
X-1004_LJM716 + trastuzumab,27,6.067035734,combi,X-1004,LJM716,trastuzumab,X-1004,BRCA
X-1004_LJM716 + trastuzumab,31,6.3157196,combi,X-1004,LJM716,trastuzumab,X-1004,BRCA
X-1004_LJM716 + trastuzumab,34,6.542760103,combi,X-1004,LJM716,trastuzumab,X-1004,BRCA
X-1004_trastuzumab,0,5.431973751,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1004_trastuzumab,3,5.356114465,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1004_trastuzumab,6,5.217649463,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1004_trastuzumab,13,5.225208895,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1004_trastuzumab,17,5.296315364,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1004_trastuzumab,20,5.478135793,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1004_trastuzumab,24,5.384953673,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1004_trastuzumab,27,5.56681662,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1004_trastuzumab,31,5.94463496,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1004_trastuzumab,34,6.520768392,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1004_trastuzumab,36,6.629759476,mono,X-1004,trastuzumab,NA,X-1004,BRCA
X-1008_BYL719,0,5.551796118,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,4,5.253320001,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,7,5.414766179,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,12,5.488524418,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,15,5.458308103,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,18,5.453182077,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,22,5.321545493,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,25,5.414321042,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,29,5.206750173,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,32,5.185708422,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,36,5.266826699,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,39,5.330784557,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,43,5.248601774,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,46,5.259056653,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,50,5.245443877,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,53,5.187385806,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,57,4.887337078,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,60,4.850466542,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,63,4.810557016,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,67,4.780802755,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,71,4.806477043,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,74,4.738826571,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,78,4.843399375,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719,88,4.553876892,mono,X-1008,BYL719,NA,X-1008,BRCA
X-1008_BYL719 + LEE011,0,5.361292166,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,4,5.164785974,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,8,5.201255654,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,11,4.933034048,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,15,4.945207489,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,25,5.04407007,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,29,4.994505912,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,32,4.96144505,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,36,5.10533923,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,39,5.097424424,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,43,4.917056947,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,46,4.934473933,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,49,4.968423445,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,53,4.981549713,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,56,5.036303041,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,60,5.067645549,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,63,5.122772794,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,67,5.280153396,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,71,5.262690189,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,74,5.160777953,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,78,5.26217192,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,81,5.317139121,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,85,5.25801607,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,88,5.395444077,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,92,5.259056653,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_BYL719 + LEE011,95,5.199049365,combi,X-1008,BYL719,LEE011,X-1008,BRCA
X-1008_LEE011,0,5.444147815,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,4,5.440684608,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,7,5.212759478,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,11,5.410752796,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,14,5.401776075,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,18,5.643678551,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,21,5.557599964,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,25,5.755109102,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,28,5.84151337,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,32,5.840641657,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,35,5.909169304,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,39,5.890262042,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,42,5.928524747,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,45,6.215607599,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,49,6.258624984,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,53,6.265301213,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,56,6.241639437,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,60,6.226339021,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,70,6.707351215,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,74,6.754837173,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_LEE011,77,6.808708125,mono,X-1008,LEE011,NA,X-1008,BRCA
X-1008_untreated,0,5.543613723,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,4,5.667809814,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,7,5.80362781,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,11,5.85878993,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,14,6.107690816,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,18,6.139669012,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,21,6.247075289,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,25,6.343704672,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,28,6.366298612,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,32,6.498282149,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,35,6.581470969,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,39,6.776621011,control,X-1008,NA,NA,X-1008,BRCA
X-1008_untreated,42,6.935856709,control,X-1008,NA,NA,X-1008,BRCA
X-1008_BYL719 + LJM716,0,5.486869473,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,3,5.225746674,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,6,5.205653682,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,10,5.180659323,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,13,5.383117968,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,17,5.440684608,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,20,5.783209608,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,24,5.827768454,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,27,5.772686453,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,31,5.818003619,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,34,5.843544417,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,38,5.888600912,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,41,6.030925616,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,44,6.063087291,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,48,6.06657202,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,52,6.085637717,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,55,6.154858094,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,59,6.127960292,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,69,6.16057421,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,73,6.145686653,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,76,6.180016654,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,80,6.201725473,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,83,6.209997486,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,87,6.279459071,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,90,6.292864596,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,93,6.300235184,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_BYL719 + LJM716,97,6.350012735,combi,X-1008,BYL719,LJM716,X-1008,BRCA
X-1008_LJM716,0,5.528635122,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,4,5.246497618,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,7,5.187385806,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,11,5.326904823,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,14,5.439816929,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,18,5.459159892,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,21,5.473530384,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,24,5.462983988,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,28,5.544004882,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,32,5.785669634,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,35,5.746841964,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,39,5.951943789,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,49,5.943586467,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,53,6.050912006,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,56,6.09017802,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,60,6.225548038,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,63,6.190725158,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,67,6.197868774,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,70,6.216606101,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,73,6.214208018,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,77,6.236956502,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,80,6.265681369,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716,84,6.322206109,mono,X-1008,LJM716,NA,X-1008,BRCA
X-1008_LJM716 + trastuzumab,0,5.472270674,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,2,5.456175451,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,7,5.505737957,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,10,5.348059458,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,13,5.401776075,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,17,5.021904886,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,20,4.945918979,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,24,4.664382046,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,27,4.405498991,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,31,4.467056884,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,34,4.060443011,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,38,4.169761202,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,41,3.955082495,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,45,3.914021008,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,48,4.087655574,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,52,4.26969745,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,55,4.480740108,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,58,4.540098189,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,62,4.804840381,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,66,5.294309345,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,69,5.163070217,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,73,5.39771011,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,83,5.846149716,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,87,5.963579344,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,90,5.940434376,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,94,6.01175725,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,97,6.250554225,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,101,6.342473469,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,104,6.364062052,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,107,6.368358698,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,111,6.387888911,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,114,6.428105273,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,118,6.598100226,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,121,6.677964685,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_LJM716 + trastuzumab,125,6.876161407,combi,X-1008,LJM716,trastuzumab,X-1008,BRCA
X-1008_trastuzumab,0,5.589119566,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,6,5.857933154,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,9,6.088364372,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,14,6.183323808,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,17,6.29156914,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,20,6.43855133,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,24,6.639745106,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,27,6.658396081,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,31,6.816626346,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,34,6.87842945,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,38,6.983419183,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1008_trastuzumab,41,7.085399246,mono,X-1008,trastuzumab,NA,X-1008,BRCA
X-1286_BYL719 + LEE011,0,5.502889532,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,3,5.502074204,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,7,5.437209365,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,10,5.400873955,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,14,5.332235585,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,17,5.239098007,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,20,5.21166956,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,24,5.252273428,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,28,5.222515653,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,31,5.18961795,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,35,5.196838198,combi,X-1286,BYL719,LEE011,X-1286,BRCA
X-1286_BYL719 + LEE011,38,5.207297968,combi,X-1286,BYL719,LEE011,X-1286,BRCA
