ID,time,logVol,group,model,treatment_1,treatment_2,Model,Tumor_Type
X-010_BYL719 + HSP990,0,5.361761539,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,3,5.343768629,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,7,5.180096735,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,10,5.248601774,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,14,5.614222398,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,16,5.547518452,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,21,5.730424406,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,26,5.82511476,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,30,5.360352757,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,34,5.473949935,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,37,5.365976015,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,41,5.624017506,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,44,5.571393287,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,48,5.529825834,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,52,5.560296942,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,58,5.659482216,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,63,5.853351245,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,66,5.972026853,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,69,5.886659433,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,72,5.84151337,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,77,6.170656211,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,80,6.036198878,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,84,6.102782283,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,87,6.071199515,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719 + HSP990,91,6.025141073,combi,X-010,BYL719,HSP990,X-010,GC
X-010_BYL719,0,5.295814236,mono,X-010,BYL719,NA,X-010,GC
X-010_BYL719,4,5.40222683,mono,X-010,BYL719,NA,X-010,GC
X-010_BYL719,7,5.424950017,mono,X-010,BYL719,NA,X-010,GC
X-010_BYL719,11,5.524257005,mono,X-010,BYL719,NA,X-010,GC
X-010_BYL719,14,5.709101636,mono,X-010,BYL719,NA,X-010,GC
X-010_BYL719,18,5.936744335,mono,X-010,BYL719,NA,X-010,GC
X-010_BYL719,21,5.981666705,mono,X-010,BYL719,NA,X-010,GC
X-010_BYL719,24,6.018349876,mono,X-010,BYL719,NA,X-010,GC
X-010_BYL719,30,6.26606138,mono,X-010,BYL719,NA,X-010,GC
X-010_BYL719,34,6.590163676,mono,X-010,BYL719,NA,X-010,GC
X-010_BYL719,38,6.781738438,mono,X-010,BYL719,NA,X-010,GC
X-010_HSP990,0,5.621849092,mono,X-010,HSP990,NA,X-010,GC
X-010_HSP990,3,5.850476854,mono,X-010,HSP990,NA,X-010,GC
X-010_HSP990,7,6.308826774,mono,X-010,HSP990,NA,X-010,GC
X-010_HSP990,10,6.810913928,mono,X-010,HSP990,NA,X-010,GC
X-010_HSP990,14,7.195937226,mono,X-010,HSP990,NA,X-010,GC
X-010_untreated,0,5.523059639,control,X-010,NA,NA,X-010,GC
X-010_untreated,3,5.638354669,control,X-010,NA,NA,X-010,GC
X-010_untreated,6,5.746522628,control,X-010,NA,NA,X-010,GC
X-010_untreated,9,5.840932313,control,X-010,NA,NA,X-010,GC
X-010_untreated,12,5.720311777,control,X-010,NA,NA,X-010,GC
X-010_untreated,15,6.103005922,control,X-010,NA,NA,X-010,GC
X-010_untreated,19,6.327758196,control,X-010,NA,NA,X-010,GC
X-010_untreated,24,6.759371273,control,X-010,NA,NA,X-010,GC
X-010_untreated,28,7.017058014,control,X-010,NA,NA,X-010,GC
X-010_untreated,33,7.445767963,control,X-010,NA,NA,X-010,GC
X-010_BYL719 + LJM716,0,5.696086268,combi,X-010,BYL719,LJM716,X-010,GC
X-010_BYL719 + LJM716,3,6.16793569,combi,X-010,BYL719,LJM716,X-010,GC
X-010_BYL719 + LJM716,7,6.481883361,combi,X-010,BYL719,LJM716,X-010,GC
X-010_BYL719 + LJM716,10,6.713320654,combi,X-010,BYL719,LJM716,X-010,GC
X-010_BYL719 + LJM716,14,7.101758341,combi,X-010,BYL719,LJM716,X-010,GC
X-010_BYL719 + LJM716,16,7.101016776,combi,X-010,BYL719,LJM716,X-010,GC
X-010_BYL719 + LJM716,21,7.184022449,combi,X-010,BYL719,LJM716,X-010,GC
X-010_LJM716,0,5.658087515,mono,X-010,LJM716,NA,X-010,GC
X-010_LJM716,3,6.056315519,mono,X-010,LJM716,NA,X-010,GC
X-010_LJM716,7,6.666447757,mono,X-010,LJM716,NA,X-010,GC
X-010_LJM716,10,6.724553335,mono,X-010,LJM716,NA,X-010,GC
X-010_LJM716,14,6.90545263,mono,X-010,LJM716,NA,X-010,GC
X-010_LJM716,16,6.792344427,mono,X-010,LJM716,NA,X-010,GC
X-010_LJM716,21,7.066040258,mono,X-010,LJM716,NA,X-010,GC
X-010_INC280,0,5.356114465,mono,X-010,INC280,NA,X-010,GC
X-010_INC280,3,5.406274508,mono,X-010,INC280,NA,X-010,GC
X-010_INC280,7,5.867317554,mono,X-010,INC280,NA,X-010,GC
X-010_INC280,10,5.699104885,mono,X-010,INC280,NA,X-010,GC
X-010_INC280,14,6.446830314,mono,X-010,INC280,NA,X-010,GC
X-010_INC280,16,6.256709274,mono,X-010,INC280,NA,X-010,GC
X-010_INC280,21,6.761919931,mono,X-010,INC280,NA,X-010,GC
X-010_INC280 + trastuzumab,0,5.387243576,combi,X-010,INC280,trastuzumab,X-010,GC
X-010_INC280 + trastuzumab,4,5.407171771,combi,X-010,INC280,trastuzumab,X-010,GC
X-010_INC280 + trastuzumab,7,5.506956232,combi,X-010,INC280,trastuzumab,X-010,GC
X-010_INC280 + trastuzumab,11,5.641197599,combi,X-010,INC280,trastuzumab,X-010,GC
X-010_INC280 + trastuzumab,13,5.658436373,combi,X-010,INC280,trastuzumab,X-010,GC
X-010_INC280 + trastuzumab,18,5.746203191,combi,X-010,INC280,trastuzumab,X-010,GC
X-010_INC280 + trastuzumab,23,6.53058604,combi,X-010,INC280,trastuzumab,X-010,GC
X-010_INC280 + trastuzumab,27,6.774223886,combi,X-010,INC280,trastuzumab,X-010,GC
X-010_INC280 + trastuzumab,31,7.069533935,combi,X-010,INC280,trastuzumab,X-010,GC
X-010_trastuzumab,0,5.299816243,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,4,5.353278925,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,7,5.596939379,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,11,5.664348405,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,14,5.93806377,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,18,6.334167333,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,21,6.236760903,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,24,6.39642953,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,30,6.621272487,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,34,6.808928925,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,38,6.89891633,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,41,7.026426809,mono,X-010,trastuzumab,NA,X-010,GC
X-010_trastuzumab,46,7.292541376,mono,X-010,trastuzumab,NA,X-010,GC
X-010_LEE011,0,5.642616039,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,7,5.697764402,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,11,5.73431168,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,14,5.653891705,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,18,5.714062784,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,21,5.793013608,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,24,5.786283696,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,30,5.878015855,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,34,5.819489282,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,38,5.966146739,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,41,6.053264948,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,46,6.054204577,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,50,6.020294929,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,55,6.311734809,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,59,6.154858094,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,63,6.209394531,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,67,6.174410909,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,70,6.004380772,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,74,5.777032936,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,77,5.753207358,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,82,5.555669089,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,88,5.47436931,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,93,5.524655809,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,98,5.502074204,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,103,5.631928371,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,108,5.940960415,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011,111,6.170447203,mono,X-010,LEE011,NA,X-010,GC
X-010_LEE011 + everolimus,0,5.364105107,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,3,5.264243386,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,7,5.282695986,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,10,5.195730778,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,16,5.060060177,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,21,4.85903691,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,26,4.750135956,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,30,5.025195445,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,34,5.029784113,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,37,4.973279508,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,44,4.885827644,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,48,5.081404365,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,52,4.81462041,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,58,4.931592087,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,63,5.104732617,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,66,4.967727793,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,69,5.12693575,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,72,5.129898715,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,77,5.002603122,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,80,5.145166187,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,84,5.219274159,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,87,5.238567362,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,91,4.971201225,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,95,4.968423445,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,101,4.926528785,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,108,5.135210029,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,112,4.88204406,combi,X-010,LEE011,everolimus,X-010,GC
X-010_LEE011 + everolimus,118,5.083265985,combi,X-010,LEE011,everolimus,X-010,GC
X-010_everolimus,0,5.408516159,mono,X-010,everolimus,NA,X-010,GC
X-010_everolimus,4,5.718342626,mono,X-010,everolimus,NA,X-010,GC
X-010_everolimus,11,5.901266279,mono,X-010,everolimus,NA,X-010,GC
X-010_everolimus,14,5.869861725,mono,X-010,everolimus,NA,X-010,GC
X-010_everolimus,18,6.218799303,mono,X-010,everolimus,NA,X-010,GC
X-010_everolimus,21,6.284134161,mono,X-010,everolimus,NA,X-010,GC
X-010_everolimus,25,6.319328409,mono,X-010,everolimus,NA,X-010,GC
X-010_everolimus,28,6.451102134,mono,X-010,everolimus,NA,X-010,GC
X-010_everolimus,32,6.445084697,mono,X-010,everolimus,NA,X-010,GC
X-010_everolimus,35,6.568358771,mono,X-010,everolimus,NA,X-010,GC
X-010_everolimus,38,6.852559644,mono,X-010,everolimus,NA,X-010,GC
X-010_LJM716 + trastuzumab,0,5.349010481,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,3,5.647212123,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,7,5.735281142,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,10,5.901266279,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,14,6.091988385,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,16,5.901266279,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,21,6.413622878,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,26,6.396929655,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,30,6.424220515,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,34,6.492542819,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,37,6.574378247,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,44,7.147873935,combi,X-010,LJM716,trastuzumab,X-010,GC
X-010_LJM716 + trastuzumab,48,7.454314775,combi,X-010,LJM716,trastuzumab,X-010,GC
X-015_BYL719 + HSP990,0,5.43590303,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,5,5.881649681,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,10,5.758586267,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,14,5.709764546,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,18,5.87155425,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,21,6.084727178,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,25,5.978632568,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,28,6.272688309,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,32,6.198275444,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,36,6.156978986,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,42,6.299684271,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,47,6.496322399,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,50,6.487227293,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,53,6.311008593,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,56,6.451733447,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719 + HSP990,61,6.574657343,combi,X-015,BYL719,HSP990,X-015,GC
X-015_BYL719,0,5.373888553,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,5,5.420977379,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,8,5.454893674,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,12,5.524655809,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,15,5.549853992,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,19,5.629777061,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,22,5.609105428,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,26,5.797576354,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,29,5.729775055,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,32,5.880253618,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,38,5.818598149,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,42,6.017863021,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,46,6.102111067,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,49,6.1014394,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,54,6.21019839,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,58,6.361993085,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,63,6.517818972,mono,X-015,BYL719,NA,X-015,GC
X-015_BYL719,67,6.567375418,mono,X-015,BYL719,NA,X-015,GC
X-015_HSP990,0,5.455748374,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,3,5.519458915,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,7,5.749074464,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,10,5.925057615,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,14,6.122054117,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,17,6.057954288,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,20,6.26606138,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,26,6.611637728,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,30,6.589613999,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,34,6.657882668,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,37,6.767573248,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,42,6.851184927,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,46,7.062448669,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,51,7.069278713,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,55,7.076907162,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,59,7.111104203,mono,X-015,HSP990,NA,X-015,GC
X-015_HSP990,63,7.084310241,mono,X-015,HSP990,NA,X-015,GC
X-015_untreated,0,5.290285195,control,X-015,NA,NA,X-015,GC
X-015_untreated,3,5.145166187,control,X-015,NA,NA,X-015,GC
X-015_untreated,6,5.542047551,control,X-015,NA,NA,X-015,GC
X-015_untreated,12,5.891091573,control,X-015,NA,NA,X-015,GC
X-015_untreated,15,5.743323649,control,X-015,NA,NA,X-015,GC
X-015_untreated,19,5.886381771,control,X-015,NA,NA,X-015,GC
X-015_untreated,24,6.198681948,control,X-015,NA,NA,X-015,GC
X-015_untreated,28,6.348439446,control,X-015,NA,NA,X-015,GC
X-015_untreated,33,6.333634805,control,X-015,NA,NA,X-015,GC
X-015_untreated,37,6.51159673,control,X-015,NA,NA,X-015,GC
X-015_untreated,41,6.599326133,control,X-015,NA,NA,X-015,GC
X-015_untreated,46,7.082548569,control,X-015,NA,NA,X-015,GC
X-015_untreated,50,6.892844666,control,X-015,NA,NA,X-015,GC
X-015_untreated,59,6.968379901,control,X-015,NA,NA,X-015,GC
X-015_untreated,66,6.986658877,control,X-015,NA,NA,X-015,GC
X-015_untreated,71,7.432542978,control,X-015,NA,NA,X-015,GC
X-015_BYL719 + LJM716,0,5.352805552,combi,X-015,BYL719,LJM716,X-015,GC
X-015_BYL719 + LJM716,3,5.430660554,combi,X-015,BYL719,LJM716,X-015,GC
X-015_BYL719 + LJM716,10,5.467638111,combi,X-015,BYL719,LJM716,X-015,GC
X-015_BYL719 + LJM716,14,5.461710913,combi,X-015,BYL719,LJM716,X-015,GC
X-015_BYL719 + LJM716,16,4.703203926,combi,X-015,BYL719,LJM716,X-015,GC
X-015_BYL719 + LJM716,21,3.903990834,combi,X-015,BYL719,LJM716,X-015,GC
X-015_BYL719 + LJM716,26,3.744787086,combi,X-015,BYL719,LJM716,X-015,GC
X-015_BYL719 + LJM716,30,2.557227311,combi,X-015,BYL719,LJM716,X-015,GC
X-015_BYL719 + LJM716,34,1.974081026,combi,X-015,BYL719,LJM716,X-015,GC
X-015_BYL719 + LJM716,37,2.066862759,combi,X-015,BYL719,LJM716,X-015,GC
X-015_BYL719 + LJM716,136,-0.597837001,combi,X-015,BYL719,LJM716,X-015,GC
X-015_LJM716,0,5.469325163,mono,X-015,LJM716,NA,X-015,GC
X-015_LJM716,3,5.431973751,mono,X-015,LJM716,NA,X-015,GC
X-015_LJM716,7,5.843544417,mono,X-015,LJM716,NA,X-015,GC
X-015_LJM716,9,5.980150787,mono,X-015,LJM716,NA,X-015,GC
X-015_LJM716,14,5.959199587,mono,X-015,LJM716,NA,X-015,GC
X-015_LJM716,19,6.423896103,mono,X-015,LJM716,NA,X-015,GC
X-015_LJM716,23,6.623533878,mono,X-015,LJM716,NA,X-015,GC
X-015_LJM716,27,6.80516869,mono,X-015,LJM716,NA,X-015,GC
X-015_INC280 + trastuzumab,0,5.320078858,combi,X-015,INC280,trastuzumab,X-015,GC
X-015_INC280 + trastuzumab,4,5.905906659,combi,X-015,INC280,trastuzumab,X-015,GC
X-015_INC280 + trastuzumab,7,5.673666851,combi,X-015,INC280,trastuzumab,X-015,GC
X-015_INC280 + trastuzumab,11,6.295266001,combi,X-015,INC280,trastuzumab,X-015,GC
X-015_INC280 + trastuzumab,13,6.073505257,combi,X-015,INC280,trastuzumab,X-015,GC
X-015_INC280 + trastuzumab,18,6.584929504,combi,X-015,INC280,trastuzumab,X-015,GC
X-015_INC280 + trastuzumab,23,6.906854874,combi,X-015,INC280,trastuzumab,X-015,GC
X-015_INC280 + trastuzumab,27,7.150623023,combi,X-015,INC280,trastuzumab,X-015,GC
X-015_INC280 + trastuzumab,31,7.198333155,combi,X-015,INC280,trastuzumab,X-015,GC
X-015_INC280,0,5.298317367,mono,X-015,INC280,NA,X-015,GC
X-015_INC280,4,5.658785109,mono,X-015,INC280,NA,X-015,GC
X-015_INC280,7,6.100543142,mono,X-015,INC280,NA,X-015,GC
X-015_INC280,11,6.475432717,mono,X-015,INC280,NA,X-015,GC
X-015_INC280,13,6.462717396,mono,X-015,INC280,NA,X-015,GC
X-015_INC280,18,6.455355784,mono,X-015,INC280,NA,X-015,GC
X-015_INC280,23,6.727192175,mono,X-015,INC280,NA,X-015,GC
X-015_INC280,27,6.90545263,mono,X-015,INC280,NA,X-015,GC
X-015_INC280,31,6.975600826,mono,X-015,INC280,NA,X-015,GC
X-015_trastuzumab,0,5.324959297,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,3,5.365040999,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,7,5.341376856,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,10,5.330784557,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,14,5.66919103,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,17,5.95661427,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,20,5.932510404,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,26,6.270610289,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,30,6.29101343,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,34,6.273631439,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,37,6.348964151,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,42,6.423896103,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,46,6.604485683,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,51,6.648207046,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,55,6.678970848,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,59,6.635290172,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,63,6.617536659,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,66,6.660959199,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,70,6.744647941,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,73,6.811904953,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,78,6.874508685,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,84,6.843430068,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,89,6.975787689,mono,X-015,trastuzumab,NA,X-015,GC
X-015_trastuzumab,94,7.080363144,mono,X-015,trastuzumab,NA,X-015,GC
X-015_LEE011,0,5.612763076,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,3,5.640487624,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,7,6.034524037,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,10,6.035242169,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,14,6.258433578,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,17,6.224558429,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,20,6.313548046,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,26,6.614591543,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,30,6.517080256,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,34,6.512042462,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,37,6.589613999,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,42,6.648207046,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,46,6.756467165,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,51,6.897098699,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,55,7.000243298,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,59,7.027846759,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011,63,7.202288826,mono,X-015,LEE011,NA,X-015,GC
X-015_LEE011 + everolimus,0,5.371103036,combi,X-015,LEE011,everolimus,X-015,GC
X-015_LEE011 + everolimus,3,5.477717995,combi,X-015,LEE011,everolimus,X-015,GC
X-015_LEE011 + everolimus,7,5.501258211,combi,X-015,LEE011,everolimus,X-015,GC
X-015_LEE011 + everolimus,10,5.969474529,combi,X-015,LEE011,everolimus,X-015,GC
X-015_LEE011 + everolimus,16,5.499215309,combi,X-015,LEE011,everolimus,X-015,GC
X-015_LEE011 + everolimus,21,5.636573725,combi,X-015,LEE011,everolimus,X-015,GC
X-015_LEE011 + everolimus,26,5.756058619,combi,X-015,LEE011,everolimus,X-015,GC
X-015_LEE011 + everolimus,30,5.729450221,combi,X-015,LEE011,everolimus,X-015,GC
X-015_everolimus,0,5.663307642,mono,X-015,everolimus,NA,X-015,GC
X-015_everolimus,4,5.904544075,mono,X-015,everolimus,NA,X-015,GC
X-015_everolimus,11,6.114345676,mono,X-015,everolimus,NA,X-015,GC
