ID,time,logVol,group,model,treatment_1,treatment_2,Model,Tumor_Type
X-077_BYL719,34,5.593223284,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,37,5.593223284,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,42,5.582744146,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,46,5.696086268,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,51,5.81383198,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,55,5.845571347,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,59,6.132529987,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,63,6.227326871,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,66,6.341240749,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,70,6.402580327,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,73,6.436150368,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,78,6.528980786,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,84,6.780603493,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,89,6.821434573,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,94,6.817611729,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,99,6.876986745,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,104,6.931764731,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719,107,6.913538524,mono,X-077,BYL719,NA,X-077,GC
X-077_BYL719 + HSP990,0,5.450179716,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,3,5.69474173,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,7,6.128614385,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,9,5.867317554,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,14,6.164787403,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,19,5.95635537,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,23,5.848171377,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,27,5.79331844,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,30,5.830708768,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,34,5.936216073,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,37,6.088364372,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,41,6.077642243,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,45,6.173160909,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,51,6.079933195,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,56,6.488900934,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,59,6.480657871,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,62,6.313729189,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,65,6.412146621,combi,X-077,BYL719,HSP990,X-077,GC
X-077_BYL719 + HSP990,70,6.453782467,combi,X-077,BYL719,HSP990,X-077,GC
X-077_HSP990,0,5.344723739,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,3,5.453610251,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,7,5.714722415,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,10,5.839187112,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,14,6.261491684,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,17,6.346162538,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,21,6.377916716,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,24,6.487379558,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,27,6.494509984,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,33,6.581886625,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,37,6.838083606,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,41,6.935856709,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,44,6.997778782,mono,X-077,HSP990,NA,X-077,GC
X-077_HSP990,49,7.067405097,mono,X-077,HSP990,NA,X-077,GC
X-077_untreated,0,4.981549713,control,X-077,NA,NA,X-077,GC
X-077_untreated,3,5.401325117,control,X-077,NA,NA,X-077,GC
X-077_untreated,6,5.47478851,control,X-077,NA,NA,X-077,GC
X-077_untreated,9,5.506144214,control,X-077,NA,NA,X-077,GC
X-077_untreated,13,5.608005519,control,X-077,NA,NA,X-077,GC
X-077_untreated,18,5.702781974,control,X-077,NA,NA,X-077,GC
X-077_untreated,22,5.717027701,control,X-077,NA,NA,X-077,GC
X-077_untreated,27,5.675040006,control,X-077,NA,NA,X-077,GC
X-077_untreated,31,5.765817866,control,X-077,NA,NA,X-077,GC
X-077_untreated,35,5.755742214,control,X-077,NA,NA,X-077,GC
X-077_untreated,40,6.21620682,control,X-077,NA,NA,X-077,GC
X-077_untreated,44,6.437431599,control,X-077,NA,NA,X-077,GC
X-077_untreated,53,6.54950767,control,X-077,NA,NA,X-077,GC
X-077_untreated,60,6.724673433,control,X-077,NA,NA,X-077,GC
X-077_untreated,65,7.208674354,control,X-077,NA,NA,X-077,GC
X-077_untreated,70,7.062962543,control,X-077,NA,NA,X-077,GC
X-077_untreated,82,7.1963869,control,X-077,NA,NA,X-077,GC
X-077_BYL719 + LJM716,0,5.319589502,combi,X-077,BYL719,LJM716,X-077,GC
X-077_BYL719 + LJM716,3,5.178970609,combi,X-077,BYL719,LJM716,X-077,GC
X-077_BYL719 + LJM716,7,5.478553417,combi,X-077,BYL719,LJM716,X-077,GC
X-077_BYL719 + LJM716,10,5.888600912,combi,X-077,BYL719,LJM716,X-077,GC
X-077_BYL719 + LJM716,14,6.295081483,combi,X-077,BYL719,LJM716,X-077,GC
X-077_BYL719 + LJM716,16,6.406879986,combi,X-077,BYL719,LJM716,X-077,GC
X-077_BYL719 + LJM716,21,6.655697718,combi,X-077,BYL719,LJM716,X-077,GC
X-077_BYL719 + LJM716,26,6.85782947,combi,X-077,BYL719,LJM716,X-077,GC
X-077_BYL719 + LJM716,30,6.802061374,combi,X-077,BYL719,LJM716,X-077,GC
X-077_BYL719 + LJM716,34,6.934494576,combi,X-077,BYL719,LJM716,X-077,GC
X-077_LJM716,0,5.420534999,mono,X-077,LJM716,NA,X-077,GC
X-077_LJM716,4,5.154446996,mono,X-077,LJM716,NA,X-077,GC
X-077_LJM716,7,5.529032183,mono,X-077,LJM716,NA,X-077,GC
X-077_LJM716,11,5.621125241,mono,X-077,LJM716,NA,X-077,GC
X-077_LJM716,13,5.880253618,mono,X-077,LJM716,NA,X-077,GC
X-077_LJM716,18,6.305545093,mono,X-077,LJM716,NA,X-077,GC
X-077_LJM716,23,6.57800043,mono,X-077,LJM716,NA,X-077,GC
X-077_LJM716,27,6.781057626,mono,X-077,LJM716,NA,X-077,GC
X-077_LJM716,31,7.091159583,mono,X-077,LJM716,NA,X-077,GC
X-077_INC280,0,5.438513997,mono,X-077,INC280,NA,X-077,GC
X-077_INC280,3,5.549076085,mono,X-077,INC280,NA,X-077,GC
X-077_INC280,8,5.757639147,mono,X-077,INC280,NA,X-077,GC
X-077_INC280,11,6.023931737,mono,X-077,INC280,NA,X-077,GC
X-077_INC280,15,6.248622977,mono,X-077,INC280,NA,X-077,GC
X-077_INC280,18,6.412146621,mono,X-077,INC280,NA,X-077,GC
X-077_INC280,22,6.546354902,mono,X-077,INC280,NA,X-077,GC
X-077_INC280,24,6.651442666,mono,X-077,INC280,NA,X-077,GC
X-077_INC280,29,6.98230601,mono,X-077,INC280,NA,X-077,GC
X-077_INC280 + trastuzumab,0,5.406274508,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,4,5.213303992,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,7,5.710095837,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,11,5.538514672,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,13,5.678122728,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,18,5.861925176,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,23,6.169610732,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,27,6.432135911,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,31,6.221782302,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,34,6.141822329,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,38,6.403739747,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,41,6.365954851,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_INC280 + trastuzumab,45,6.564560497,combi,X-077,INC280,trastuzumab,X-077,GC
X-077_trastuzumab,0,5.352331955,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,5,5.545567993,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,8,5.535363823,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,12,5.464255444,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,15,5.59471138,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,19,5.853351245,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,22,5.235377567,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,26,4.653007515,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,29,5.156177599,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,32,5.150976779,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,38,5.620038481,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,42,5.760477818,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,46,5.762994334,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,49,5.899349258,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,54,6.28320089,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,58,6.373661028,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,67,6.534370064,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,71,6.629891515,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,75,6.688728243,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,78,6.799055862,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,82,6.802950165,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,85,6.803283257,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,90,6.839690548,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,96,6.624861723,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,101,6.636995874,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,106,6.802061374,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,111,6.864534577,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,116,6.85593553,mono,X-077,trastuzumab,NA,X-077,GC
X-077_trastuzumab,119,6.802616961,mono,X-077,trastuzumab,NA,X-077,GC
X-077_LEE011 + everolimus,0,5.394081989,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,3,5.040841136,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,8,4.700480366,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,11,4.753590191,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,15,5.180096735,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,18,5.267858159,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,22,5.295814236,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,24,5.39771011,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,29,4.914124394,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,34,5.252273428,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,38,5.125748101,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,42,5.23962837,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,45,5.210578452,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,49,5.325446034,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,52,5.371103036,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,56,5.477717995,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,60,5.707774496,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011 + everolimus,66,5.971771914,combi,X-077,LEE011,everolimus,X-077,GC
X-077_LEE011,0,5.655991811,mono,X-077,LEE011,NA,X-077,GC
X-077_LEE011,5,6.026831691,mono,X-077,LEE011,NA,X-077,GC
X-077_LEE011,8,6.212806476,mono,X-077,LEE011,NA,X-077,GC
X-077_LEE011,12,6.451102134,mono,X-077,LEE011,NA,X-077,GC
X-077_LEE011,15,6.494963395,mono,X-077,LEE011,NA,X-077,GC
X-077_LEE011,19,6.506829851,mono,X-077,LEE011,NA,X-077,GC
X-077_LEE011,22,6.630155542,mono,X-077,LEE011,NA,X-077,GC
X-077_LEE011,26,6.786942659,mono,X-077,LEE011,NA,X-077,GC
X-077_LEE011,29,6.788183144,mono,X-077,LEE011,NA,X-077,GC
X-077_LEE011,32,6.989150917,mono,X-077,LEE011,NA,X-077,GC
X-077_everolimus,0,5.342812606,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,3,5.205653682,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,7,5.068275074,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,10,5.031091303,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,14,4.943782987,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,17,5.136386499,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,20,5.219815138,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,26,5.05560866,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,30,4.959342,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,34,4.991112628,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,37,5.127529046,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,42,4.839451482,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,46,4.962145085,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,51,4.986342602,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,55,5.089446475,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,59,5.231108617,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,63,5.150976779,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,66,5.163642463,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,70,5.272486607,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,73,5.322033893,mono,X-077,everolimus,NA,X-077,GC
X-077_everolimus,78,5.181221595,mono,X-077,everolimus,NA,X-077,GC
X-077_LJM716 + trastuzumab,0,5.394990254,combi,X-077,LJM716,trastuzumab,X-077,GC
X-077_LJM716 + trastuzumab,3,5.541655625,combi,X-077,LJM716,trastuzumab,X-077,GC
X-077_LJM716 + trastuzumab,7,5.523059639,combi,X-077,LJM716,trastuzumab,X-077,GC
X-077_LJM716 + trastuzumab,10,5.82126917,combi,X-077,LJM716,trastuzumab,X-077,GC
X-077_LJM716 + trastuzumab,14,6.070506754,combi,X-077,LJM716,trastuzumab,X-077,GC
X-077_LJM716 + trastuzumab,16,6.098523619,combi,X-077,LJM716,trastuzumab,X-077,GC
X-077_LJM716 + trastuzumab,21,6.337002707,combi,X-077,LJM716,trastuzumab,X-077,GC
X-078_BYL719,0,5.470167623,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,4,5.59656839,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,7,5.611667186,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,13,5.84932478,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,15,5.948034989,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,19,6.094246742,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,22,6.301336102,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,26,6.246106765,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,29,6.629099018,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,33,6.612041035,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,36,6.752737557,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,40,6.885918584,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,43,7.090076836,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,47,7.174877437,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,50,7.248717421,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,54,7.444891718,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719,57,7.44716836,mono,X-078,BYL719,NA,X-078,GC
X-078_BYL719 + HSP990,0,5.526647445,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,5,5.483966713,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,8,5.388615005,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,12,5.260096154,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,15,5.546348633,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,19,5.427589702,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,22,5.868166331,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,26,5.732369932,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,29,5.980656348,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,33,6.097399898,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,36,6.188058763,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,40,6.365266975,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,43,6.479123893,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,47,6.752620782,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,50,6.895783907,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,54,6.852242569,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,57,6.719375408,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,60,6.946110233,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,63,7.10824414,combi,X-078,BYL719,HSP990,X-078,GC
X-078_BYL719 + HSP990,67,7.177629733,combi,X-078,BYL719,HSP990,X-078,GC
X-078_HSP990,0,5.473949935,mono,X-078,HSP990,NA,X-078,GC
X-078_HSP990,6,5.490589254,mono,X-078,HSP990,NA,X-078,GC
X-078_HSP990,8,5.720311777,mono,X-078,HSP990,NA,X-078,GC
X-078_HSP990,12,5.937272318,mono,X-078,HSP990,NA,X-078,GC
X-078_HSP990,15,6.304448802,mono,X-078,HSP990,NA,X-078,GC
X-078_HSP990,19,6.559756871,mono,X-078,HSP990,NA,X-078,GC
X-078_HSP990,22,6.846411649,mono,X-078,HSP990,NA,X-078,GC
X-078_HSP990,26,7.092573716,mono,X-078,HSP990,NA,X-078,GC
X-078_HSP990,29,7.387709239,mono,X-078,HSP990,NA,X-078,GC
X-078_HSP990,33,7.515181159,mono,X-078,HSP990,NA,X-078,GC
X-078_untreated,0,5.43590303,control,X-078,NA,NA,X-078,GC
X-078_untreated,3,5.566434284,control,X-078,NA,NA,X-078,GC
X-078_untreated,7,5.900992644,control,X-078,NA,NA,X-078,GC
X-078_untreated,10,6.018593214,control,X-078,NA,NA,X-078,GC
X-078_untreated,14,6.376897001,control,X-078,NA,NA,X-078,GC
X-078_untreated,17,6.622736324,control,X-078,NA,NA,X-078,GC
X-078_untreated,21,6.857619209,control,X-078,NA,NA,X-078,GC
X-078_untreated,24,7.110124531,control,X-078,NA,NA,X-078,GC
X-078_untreated,28,7.413065722,control,X-078,NA,NA,X-078,GC
X-078_BYL719 + LJM716,0,5.330784557,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,3,5.147494477,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,7,5.111987788,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,10,4.844187086,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,14,5.164785974,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,17,5.269917892,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,21,5.348535083,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,24,5.672635746,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,31,5.626541394,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,35,5.779817161,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,38,5.962035736,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,43,6.442221644,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,46,6.458808392,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,49,6.635158844,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,52,6.677712986,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,56,6.872956773,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,59,6.916814123,combi,X-078,BYL719,LJM716,X-078,GC
X-078_BYL719 + LJM716,63,7.228243303,combi,X-078,BYL719,LJM716,X-078,GC
X-078_LJM716,0,5.31861007,mono,X-078,LJM716,NA,X-078,GC
X-078_LJM716,3,5.336576079,mono,X-078,LJM716,NA,X-078,GC
X-078_LJM716,6,5.67057034,mono,X-078,LJM716,NA,X-078,GC
X-078_LJM716,9,5.752255128,mono,X-078,LJM716,NA,X-078,GC
X-078_LJM716,13,5.723911846,mono,X-078,LJM716,NA,X-078,GC
X-078_LJM716,16,5.837438859,mono,X-078,LJM716,NA,X-078,GC
X-078_LJM716,20,6.226339021,mono,X-078,LJM716,NA,X-078,GC
X-078_LJM716,23,6.584238754,mono,X-078,LJM716,NA,X-078,GC
X-078_LJM716,27,6.693819208,mono,X-078,LJM716,NA,X-078,GC
X-078_LJM716,30,6.866412315,mono,X-078,LJM716,NA,X-078,GC
X-078_LEE011,0,5.661918271,mono,X-078,LEE011,NA,X-078,GC
X-078_LEE011,5,6.026107491,mono,X-078,LEE011,NA,X-078,GC
X-078_LEE011,8,6.134265346,mono,X-078,LEE011,NA,X-078,GC
X-078_LEE011,12,6.274385302,mono,X-078,LEE011,NA,X-078,GC
X-078_LEE011,15,6.346337869,mono,X-078,LEE011,NA,X-078,GC
X-078_LEE011,19,6.456298587,mono,X-078,LEE011,NA,X-078,GC
X-078_LEE011,22,6.65544035,mono,X-078,LEE011,NA,X-078,GC
X-078_LEE011,26,6.83861954,mono,X-078,LEE011,NA,X-078,GC
X-078_LEE011,29,7.054104175,mono,X-078,LEE011,NA,X-078,GC
X-078_LEE011,33,7.303910518,mono,X-078,LEE011,NA,X-078,GC
X-078_LEE011 + everolimus,0,5.478135793,combi,X-078,LEE011,everolimus,X-078,GC
X-078_LEE011 + everolimus,3,5.5541217,combi,X-078,LEE011,everolimus,X-078,GC
X-078_LEE011 + everolimus,6,5.584998939,combi,X-078,LEE011,everolimus,X-078,GC
X-078_LEE011 + everolimus,9,5.832761856,combi,X-078,LEE011,everolimus,X-078,GC
X-078_LEE011 + everolimus,13,5.85363823,combi,X-078,LEE011,everolimus,X-078,GC
X-078_LEE011 + everolimus,16,5.925591803,combi,X-078,LEE011,everolimus,X-078,GC
X-078_LEE011 + everolimus,20,5.83305481,combi,X-078,LEE011,everolimus,X-078,GC
X-078_LEE011 + everolimus,23,6.070506754,combi,X-078,LEE011,everolimus,X-078,GC
X-078_everolimus,0,5.48438191,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,1,5.478553417,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,5,5.741078259,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,8,5.836563586,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,12,5.91215074,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,15,6.076953933,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,19,6.152732695,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,22,6.080162002,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,26,6.322026495,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,29,6.468474822,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,33,6.795705775,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,36,6.91750757,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,40,7.15983608,mono,X-078,everolimus,NA,X-078,GC
X-078_everolimus,43,7.280352783,mono,X-078,everolimus,NA,X-078,GC
X-091_BYL719 + HSP990,0,5.332718793,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,2,5.369707363,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,8,5.165928179,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,13,5.376666333,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,16,5.249127122,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,19,5.369707363,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,22,5.405825574,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,27,5.13990763,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,30,5.230038526,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,34,5.049856007,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,37,4.96144505,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,41,4.694096395,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,45,4.820281566,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,51,4.539030383,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,58,4.717605615,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,62,4.567468319,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,68,4.641502115,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,76,4.698660529,combi,X-091,BYL719,HSP990,X-091,GC
X-091_BYL719 + HSP990,78,4.743191484,combi,X-091,BYL719,HSP990,X-091,GC
